;Gemeentenaam;month;koopprijs;difference
1439;Grave;4;233250.0;-35750
1440;Grave;5;269000.0;41500
1441;Grave;6;227500.0;8250
1442;Grave;7;219250.0;-89750
1443;Grave;8;309000.0;24000
1444;Grave;9;285000.0;55000
1445;Grave;10;230000.0;-5000
1446;Grave;11;235000.0;10000
1447;Grave;12;225000.0;0
1448;Groningen;1;215000.0;32500
1449;Groningen;2;182500.0;-16500
1450;Groningen;3;199000.0;-26000
1451;Groningen;4;225000.0;45500
1452;Groningen;5;179500.0;-72500
1453;Groningen;6;252000.0;65750
1454;Groningen;7;186250.0;-1250
1455;Groningen;8;187500.0;-12000
1456;Groningen;9;199500.0;-49500
1457;Groningen;10;249000.0;39750
1458;Groningen;11;209250.0;-4500
1459;Groningen;12;213750.0;0
1460;Grootegast;1;183700.0;-15800
1461;Grootegast;2;199500.0;-20000
1462;Grootegast;3;219500.0;-48750
1463;Grootegast;4;268250.0;20000
1464;Grootegast;5;248250.0;8250
1465;Grootegast;6;240000.0;-29500
1466;Grootegast;7;269500.0;19500
1467;Grootegast;8;250000.0;90500
1468;Grootegast;9;159500.0;-50000
1469;Grootegast;10;209500.0;2500
1470;Grootegast;11;207000.0;-12500
1471;Grootegast;12;219500.0;0
1472;Gulpen-Wittem;1;349000.0;12000
1473;Gulpen-Wittem;2;337000.0;88000
1474;Gulpen-Wittem;3;249000.0;-250
1475;Gulpen-Wittem;4;249250.0;-82750
1476;Gulpen-Wittem;5;332000.0;13750
1477;Gulpen-Wittem;6;318250.0;24000
1478;Gulpen-Wittem;7;294250.0;80250
1479;Gulpen-Wittem;8;214000.0;-125000
1480;Gulpen-Wittem;9;339000.0;130000
1481;Gulpen-Wittem;10;209000.0;-52000
1482;Gulpen-Wittem;11;261000.0;-13000
1483;Gulpen-Wittem;12;274000.0;0
1484;Haaksbergen;1;255125.0;50625
1485;Haaksbergen;2;204500.0;-38681
1486;Haaksbergen;3;243181.5;10181
1487;Haaksbergen;4;233000.0;-4000
1488;Haaksbergen;5;237000.0;500
1489;Haaksbergen;6;236500.0;12000
1490;Haaksbergen;7;224500.0;-7500
1491;Haaksbergen;8;232000.0;-39500
1492;Haaksbergen;9;271500.0;15250
1493;Haaksbergen;10;256250.0;-2750
1494;Haaksbergen;11;259000.0;64000
1495;Haaksbergen;12;195000.0;0
1496;Haaren;1;467000.0;108000
1497;Haaren;2;359000.0;-236000
1498;Haaren;3;595000.0;245000
1499;Haaren;4;350000.0;-167500
1500;Haaren;5;517500.0;158750
1501;Haaren;6;358750.0;68750
1502;Haaren;7;290000.0;-109500
1503;Haaren;8;399500.0;27500
1504;Haaren;9;372000.0;72100
1505;Haaren;10;299900.0;-29100
1506;Haaren;11;329000.0;-115500
1507;Haaren;12;444500.0;0
1508;Haarlem;1;347500.0;37500
1509;Haarlem;2;310000.0;-40000
1510;Haarlem;3;350000.0;-19000
1511;Haarlem;4;369000.0;19000
1512;Haarlem;5;350000.0;10000
1513;Haarlem;6;340000.0;10000
1514;Haarlem;7;330000.0;17500
1515;Haarlem;8;312500.0;-37500
1516;Haarlem;9;350000.0;25000
1517;Haarlem;10;325000.0;0
1518;Haarlem;11;325000.0;-25000
1519;Haarlem;12;350000.0;0
1520;Haarlemmerliede en Spaarnwoude;1;350000.0;-232000
1521;Haarlemmerliede en Spaarnwoude;2;582000.0;207000
1522;Haarlemmerliede en Spaarnwoude;3;375000.0;100000
1523;Haarlemmerliede en Spaarnwoude;4;275000.0;-54000
1524;Haarlemmerliede en Spaarnwoude;5;329000.0;-170000
1525;Haarlemmerliede en Spaarnwoude;6;499000.0;122000
1526;Haarlemmerliede en Spaarnwoude;7;377000.0;27000
1527;Haarlemmerliede en Spaarnwoude;8;350000.0;10000
1528;Haarlemmerliede en Spaarnwoude;9;340000.0;15000
1529;Haarlemmerliede en Spaarnwoude;10;325000.0;-50000
1530;Haarlemmerliede en Spaarnwoude;11;375000.0;-212500
1531;Haarlemmerliede en Spaarnwoude;12;587500.0;0
1532;Haarlemmermeer;1;300000.0;-17000
1533;Haarlemmermeer;2;317000.0;-82000
1534;Haarlemmermeer;3;399000.0;35250
1535;Haarlemmermeer;4;363750.0;38750
1536;Haarlemmermeer;5;325000.0;16000
1537;Haarlemmermeer;6;309000.0;-30000
1538;Haarlemmermeer;7;339000.0;39000
1539;Haarlemmermeer;8;300000.0;-25000
1540;Haarlemmermeer;9;325000.0;-19150
1541;Haarlemmermeer;10;344150.0;15150
1542;Haarlemmermeer;11;329000.0;4000
1543;Haarlemmermeer;12;325000.0;0
1544;Halderberge;1;256250.0;36750
1545;Halderberge;2;219500.0;-30500
1546;Halderberge;3;250000.0;-22500
1547;Halderberge;4;272500.0;50500
1548;Halderberge;5;222000.0;-36000
1549;Halderberge;6;258000.0;36000
1550;Halderberge;7;222000.0;-22500
1551;Halderberge;8;244500.0;-87500
1552;Halderberge;9;332000.0;34500
1553;Halderberge;10;297500.0;63000
1554;Halderberge;11;234500.0;-4500
1555;Halderberge;12;239000.0;0
1556;Hardenberg;1;250750.0;38250
1557;Hardenberg;2;212500.0;-36500
1558;Hardenberg;3;249000.0;20000
1559;Hardenberg;4;229000.0;1500
1560;Hardenberg;5;227500.0;-24616
1561;Hardenberg;6;252116.0;17116
1562;Hardenberg;7;235000.0;44000
1563;Hardenberg;8;191000.0;-56250
1564;Hardenberg;9;247250.0;12250
1565;Hardenberg;10;235000.0;-14000
1566;Hardenberg;11;249000.0;-500
1567;Hardenberg;12;249500.0;0
1568;Harderwijk;1;250000.0;-46750
1569;Harderwijk;2;296750.0;39250
1570;Harderwijk;3;257500.0;-17500
1571;Harderwijk;4;275000.0;10000
1572;Harderwijk;5;265000.0;-52500
1573;Harderwijk;6;317500.0;48000
1574;Harderwijk;7;269500.0;10750
1575;Harderwijk;8;258750.0;-60250
1576;Harderwijk;9;319000.0;69000
1577;Harderwijk;10;250000.0;-29700
1578;Harderwijk;11;279700.0;37700
1579;Harderwijk;12;242000.0;0
1580;Hardinxveld-Giessendam;1;279500.0;34500
1581;Hardinxveld-Giessendam;2;245000.0;16000
1582;Hardinxveld-Giessendam;3;229000.0;-40000
1583;Hardinxveld-Giessendam;4;269000.0;4000
1584;Hardinxveld-Giessendam;5;265000.0;-10000
1585;Hardinxveld-Giessendam;6;275000.0;13000
1586;Hardinxveld-Giessendam;7;262000.0;23000
1587;Hardinxveld-Giessendam;8;239000.0;-50000
1588;Hardinxveld-Giessendam;9;289000.0;34000
1589;Hardinxveld-Giessendam;10;255000.0;-70000
1590;Hardinxveld-Giessendam;11;325000.0;76000
1591;Hardinxveld-Giessendam;12;249000.0;0
1592;Haren;1;369000.0;84000
1593;Haren;2;285000.0;-77250
1594;Haren;3;362250.0;107750
1595;Haren;4;254500.0;-60000
1596;Haren;5;314500.0;-10500
1597;Haren;6;325000.0;-80000
1598;Haren;7;405000.0;23000
1599;Haren;8;382000.0;43000
1600;Haren;9;339000.0;-98000
1601;Haren;10;437000.0;138000
1602;Haren;11;299000.0;74000
1603;Haren;12;225000.0;0
1604;Harlingen;1;244500.0;75000
1605;Harlingen;2;169500.0;3500
1606;Harlingen;3;166000.0;-16250
1607;Harlingen;4;182250.0;-10000
1608;Harlingen;5;192250.0;-42250
1609;Harlingen;6;234500.0;67500
1610;Harlingen;7;167000.0;22750
1611;Harlingen;8;144250.0;-24750
1612;Harlingen;9;169000.0;-30500
1613;Harlingen;10;199500.0;-123750
1614;Harlingen;11;323250.0;10800
1615;Harlingen;12;312450.0;0
1616;Hattem;1;225000.0;-205000
1617;Hattem;2;430000.0;111000
1618;Hattem;3;319000.0;20000
1619;Hattem;4;299000.0;-11000
1620;Hattem;5;310000.0;50000
1621;Hattem;6;260000.0;-77500
1622;Hattem;7;337500.0;18750
1623;Hattem;8;318750.0;-28250
1624;Hattem;9;347000.0;122500
1625;Hattem;10;224500.0;-17500
1626;Hattem;11;242000.0;-65000
1627;Hattem;12;307000.0;0
1628;Heemskerk;1;300000.0;3000
1629;Heemskerk;2;297000.0;-2500
1630;Heemskerk;3;299500.0;37000
1631;Heemskerk;4;262500.0;-100000
1632;Heemskerk;5;362500.0;105500
1633;Heemskerk;6;257000.0;-25000
1634;Heemskerk;7;282000.0;7000
1635;Heemskerk;8;275000.0;0
1636;Heemskerk;9;275000.0;-40000
1637;Heemskerk;10;315000.0;23000
1638;Heemskerk;11;292000.0;5000
1639;Heemskerk;12;287000.0;0
1640;Heemstede;1;479000.0;50000
1641;Heemstede;2;429000.0;20000
1642;Heemstede;3;409000.0;-88500
1643;Heemstede;4;497500.0;-47500
1644;Heemstede;5;545000.0;-5000
1645;Heemstede;6;550000.0;-94500
1646;Heemstede;7;644500.0;75500
1647;Heemstede;8;569000.0;-8000
1648;Heemstede;9;577000.0;-118000
1649;Heemstede;10;695000.0;81000
1650;Heemstede;11;614000.0;-261000
1651;Heemstede;12;875000.0;0
1652;Heerde;1;314000.0;25000
1653;Heerde;2;289000.0;16750
1654;Heerde;3;272250.0;-147250
1655;Heerde;4;419500.0;169500
1656;Heerde;5;250000.0;-75000
1657;Heerde;6;325000.0;76000
1658;Heerde;7;249000.0;8500
1659;Heerde;8;240500.0;-44500
1660;Heerde;9;285000.0;20000
1661;Heerde;10;265000.0;-21500
1662;Heerde;11;286500.0;-38500
1663;Heerde;12;325000.0;0
1664;Heerenveen;1;225000.0;36000
1665;Heerenveen;2;189000.0;-40630
1666;Heerenveen;3;229630.0;130
1667;Heerenveen;4;229500.0;-23750
1668;Heerenveen;5;253250.0;-4150
1669;Heerenveen;6;257400.0;25400
1670;Heerenveen;7;232000.0;-33000
1671;Heerenveen;8;265000.0;33000
1672;Heerenveen;9;232000.0;-37500
1673;Heerenveen;10;269500.0;12500
1674;Heerenveen;11;257000.0;32000
1675;Heerenveen;12;225000.0;0
1676;Heerhugowaard;1;235000.0;-14500
1677;Heerhugowaard;2;249500.0;10500
1678;Heerhugowaard;3;239000.0;-36000
1679;Heerhugowaard;4;275000.0;25000
1680;Heerhugowaard;5;250000.0;-25000
1681;Heerhugowaard;6;275000.0;25000
1682;Heerhugowaard;7;250000.0;-14500
1683;Heerhugowaard;8;264500.0;14500
1684;Heerhugowaard;9;250000.0;0
1685;Heerhugowaard;10;250000.0;-39000
1686;Heerhugowaard;11;289000.0;14000
1687;Heerhugowaard;12;275000.0;0
1688;Heerlen;1;153750.0;-21250
1689;Heerlen;2;175000.0;26000
1690;Heerlen;3;149000.0;-38000
1691;Heerlen;4;187000.0;28000
1692;Heerlen;5;159000.0;5000
1693;Heerlen;6;154000.0;9000
1694;Heerlen;7;145000.0;6000
1695;Heerlen;8;139000.0;-89950
1696;Heerlen;9;228950.0;59950
1697;Heerlen;10;169000.0;-3500
1698;Heerlen;11;172500.0;7500
1699;Heerlen;12;165000.0;0
1700;Heeze-Leende;1;277000.0;-67250
1701;Heeze-Leende;2;344250.0;17750
1702;Heeze-Leende;3;326500.0;7000
1703;Heeze-Leende;4;319500.0;40750
1704;Heeze-Leende;5;278750.0;-88750
1705;Heeze-Leende;6;367500.0;121250
1706;Heeze-Leende;7;246250.0;-53725
1707;Heeze-Leende;8;299975.0;-61525
1708;Heeze-Leende;9;361500.0;17000
1709;Heeze-Leende;10;344500.0;27500
1710;Heeze-Leende;11;317000.0;-33000
1711;Heeze-Leende;12;350000.0;0
1712;Heiloo;1;381250.0;-263750
1713;Heiloo;2;645000.0;270000
1714;Heiloo;3;375000.0;26000
1715;Heiloo;4;349000.0;-11000
1716;Heiloo;5;360000.0;25000
1717;Heiloo;6;335000.0;35000
1718;Heiloo;7;300000.0;-50000
1719;Heiloo;8;350000.0;-32000
1720;Heiloo;9;382000.0;-30500
1721;Heiloo;10;412500.0;62500
1722;Heiloo;11;350000.0;115000
1723;Heiloo;12;235000.0;0
1724;Hellendoorn;1;222000.0;9414
1725;Hellendoorn;2;212586.0;-80421
1726;Hellendoorn;3;293007.0;68007
1727;Hellendoorn;4;225000.0;-9500
1728;Hellendoorn;5;234500.0;1500
1729;Hellendoorn;6;233000.0;-6500
1730;Hellendoorn;7;239500.0;-55000
1731;Hellendoorn;8;294500.0;17250
1732;Hellendoorn;9;277250.0;5000
1733;Hellendoorn;10;272250.0;-27250
1734;Hellendoorn;11;299500.0;63500
1735;Hellendoorn;12;236000.0;0
1736;Hellevoetsluis;1;260000.0;50100
1737;Hellevoetsluis;2;209900.0;-5100
1738;Hellevoetsluis;3;215000.0;-10000
1739;Hellevoetsluis;4;225000.0;15100
1740;Hellevoetsluis;5;209900.0;-15100
1741;Hellevoetsluis;6;225000.0;-9500
1742;Hellevoetsluis;7;234500.0;25000
1743;Hellevoetsluis;8;209500.0;-53000
1744;Hellevoetsluis;9;262500.0;32500
1745;Hellevoetsluis;10;230000.0;15000
1746;Hellevoetsluis;11;215000.0;-24250
1747;Hellevoetsluis;12;239250.0;0
1748;Helmond;1;269000.0;19000
1749;Helmond;2;250000.0;-9000
1750;Helmond;3;259000.0;20000
1751;Helmond;4;239000.0;-11000
1752;Helmond;5;250000.0;-2000
1753;Helmond;6;252000.0;13000
1754;Helmond;7;239000.0;1500
1755;Helmond;8;237500.0;-17500
1756;Helmond;9;255000.0;16000
1757;Helmond;10;239000.0;16750
1758;Helmond;11;222250.0;-75750
1759;Helmond;12;298000.0;0
1760;Hendrik-Ido-Ambacht;1;237500.0;-4250
1761;Hendrik-Ido-Ambacht;2;241750.0;-27750
1762;Hendrik-Ido-Ambacht;3;269500.0;24500
1763;Hendrik-Ido-Ambacht;4;245000.0;-30000
1764;Hendrik-Ido-Ambacht;5;275000.0;12500
1765;Hendrik-Ido-Ambacht;6;262500.0;-12500
1766;Hendrik-Ido-Ambacht;7;275000.0;-2250
1767;Hendrik-Ido-Ambacht;8;277250.0;2250
1768;Hendrik-Ido-Ambacht;9;275000.0;12500
1769;Hendrik-Ido-Ambacht;10;262500.0;-12500
1770;Hendrik-Ido-Ambacht;11;275000.0;6000
1771;Hendrik-Ido-Ambacht;12;269000.0;0
1772;Hengelo;1;214500.0;14500
1773;Hengelo;2;200000.0;500
1774;Hengelo;3;199500.0;13250
1775;Hengelo;4;186250.0;-38750
1776;Hengelo;5;225000.0;10000
1777;Hengelo;6;215000.0;-20000
1778;Hengelo;7;235000.0;52500
1779;Hengelo;8;182500.0;-13750
1780;Hengelo;9;196250.0;-51750
1781;Hengelo;10;248000.0;48000
1782;Hengelo;11;200000.0;-4500
1783;Hengelo;12;204500.0;0
1784;Heumen;1;322000.0;3500
1785;Heumen;2;318500.0;-6500
1786;Heumen;3;325000.0;50000
1787;Heumen;4;275000.0;-50000
1788;Heumen;5;325000.0;-20000
1789;Heumen;6;345000.0;6000
1790;Heumen;7;339000.0;-11000
1791;Heumen;8;350000.0;25000
1792;Heumen;9;325000.0;59500
1793;Heumen;10;265500.0;-1500
1794;Heumen;11;267000.0;-83000
1795;Heumen;12;350000.0;0
1796;Heusden;1;263250.0;4250
1797;Heusden;2;259000.0;10000
1798;Heusden;3;249000.0;-51000
1799;Heusden;4;300000.0;-89000
1800;Heusden;5;389000.0;94000
1801;Heusden;6;295000.0;20000
1802;Heusden;7;275000.0;-73000
1803;Heusden;8;348000.0;53000
1804;Heusden;9;295000.0;50000
1805;Heusden;10;245000.0;-50000
1806;Heusden;11;295000.0;-8000
1807;Heusden;12;303000.0;0
1808;Hillegom;1;285000.0;35000
1809;Hillegom;2;250000.0;-49000
1810;Hillegom;3;299000.0;17000
1811;Hillegom;4;282000.0;27000
1812;Hillegom;5;255000.0;-44250
1813;Hillegom;6;299250.0;9750
1814;Hillegom;7;289500.0;17500
1815;Hillegom;8;272000.0;-33000
1816;Hillegom;9;305000.0;6000
1817;Hillegom;10;299000.0;41500
1818;Hillegom;11;257500.0;-36000
1819;Hillegom;12;293500.0;0
1820;Hilvarenbeek;1;374750.0;52750
1821;Hilvarenbeek;2;322000.0;-160500
1822;Hilvarenbeek;3;482500.0;63500
1823;Hilvarenbeek;4;419000.0;47000
1824;Hilvarenbeek;5;372000.0;17000
1825;Hilvarenbeek;6;355000.0;10000
1826;Hilvarenbeek;7;345000.0;-6975
1827;Hilvarenbeek;8;351975.0;-28025
1828;Hilvarenbeek;9;380000.0;35000
1829;Hilvarenbeek;10;345000.0;-48000
1830;Hilvarenbeek;11;393000.0;-5000
1831;Hilvarenbeek;12;398000.0;0
1832;Hilversum;1;385000.0;60000
1833;Hilversum;2;325000.0;-10000
1834;Hilversum;3;335000.0;15000
1835;Hilversum;4;320000.0;-40000
1836;Hilversum;5;360000.0;46250
1837;Hilversum;6;313750.0;-3750
1838;Hilversum;7;317500.0;-2250
1839;Hilversum;8;319750.0;-28500
1840;Hilversum;9;348250.0;48250
1841;Hilversum;10;300000.0;-25000
1842;Hilversum;11;325000.0;-85000
1843;Hilversum;12;410000.0;0
1844;Hof van Twente;1;249500.0;52500
1845;Hof van Twente;2;197000.0;-68000
1846;Hof van Twente;3;265000.0;33000
1847;Hof van Twente;4;232000.0;-57000
1848;Hof van Twente;5;289000.0;-45000
1849;Hof van Twente;6;334000.0;59000
1850;Hof van Twente;7;275000.0;46500
1851;Hof van Twente;8;228500.0;-74000
1852;Hof van Twente;9;302500.0;65000
1853;Hof van Twente;10;237500.0;45250
1854;Hof van Twente;11;192250.0;-111750
1855;Hof van Twente;12;304000.0;0
1856;Hollands Kroon;1;245000.0;17750
1857;Hollands Kroon;2;227250.0;-17750
1858;Hollands Kroon;3;245000.0;12750
1859;Hollands Kroon;4;232250.0;-7250
1860;Hollands Kroon;5;239500.0;-19500
1861;Hollands Kroon;6;259000.0;17000
1862;Hollands Kroon;7;242000.0;3250
1863;Hollands Kroon;8;238750.0;3750
1864;Hollands Kroon;9;235000.0;-15000
1865;Hollands Kroon;10;250000.0;0
1866;Hollands Kroon;11;250000.0;55000
1867;Hollands Kroon;12;195000.0;0
1868;Hoogeveen;1;187500.0;10000
1869;Hoogeveen;2;177500.0;-12000
1870;Hoogeveen;3;189500.0;12500
1871;Hoogeveen;4;177000.0;-32500
1872;Hoogeveen;5;209500.0;39750
1873;Hoogeveen;6;169750.0;-29750
1874;Hoogeveen;7;199500.0;-20000
1875;Hoogeveen;8;219500.0;40000
1876;Hoogeveen;9;179500.0;-37500
1877;Hoogeveen;10;217000.0;7500
1878;Hoogeveen;11;209500.0;32250
1879;Hoogeveen;12;177250.0;0
1880;Hoorn;1;224250.0;-12750
1881;Hoorn;2;237000.0;-10500
1882;Hoorn;3;247500.0;22500
1883;Hoorn;4;225000.0;5250
1884;Hoorn;5;219750.0;-15250
1885;Hoorn;6;235000.0;10000
1886;Hoorn;7;225000.0;0
1887;Hoorn;8;225000.0;-34500
1888;Hoorn;9;259500.0;19500
1889;Hoorn;10;240000.0;25000
1890;Hoorn;11;215000.0;-10000
1891;Hoorn;12;225000.0;0
1892;Horst aan de Maas;1;262000.0;52000
1893;Horst aan de Maas;2;210000.0;-35000
1894;Horst aan de Maas;3;245000.0;4500
1895;Horst aan de Maas;4;240500.0;18250
1896;Horst aan de Maas;5;222250.0;-26750
1897;Horst aan de Maas;6;249000.0;-1000
1898;Horst aan de Maas;7;250000.0;-9000
1899;Horst aan de Maas;8;259000.0;-30250
1900;Horst aan de Maas;9;289250.0;54250
1901;Horst aan de Maas;10;235000.0;10000
1902;Horst aan de Maas;11;225000.0;-22000
1903;Horst aan de Maas;12;247000.0;0
1904;Houten;1;333000.0;-6000
1905;Houten;2;339000.0;-5500
1906;Houten;3;344500.0;51000
1907;Houten;4;293500.0;-31500
1908;Houten;5;325000.0;-20000
1909;Houten;6;345000.0;18000
1910;Houten;7;327000.0;-12000
1911;Houten;8;339000.0;-5500
1912;Houten;9;344500.0;-250
1913;Houten;10;344750.0;19750
1914;Houten;11;325000.0;-25000
1915;Houten;12;350000.0;0
1916;Huizen;1;309750.0;-5250
1917;Huizen;2;315000.0;6500
1918;Huizen;3;308500.0;-30500
1919;Huizen;4;339000.0;19000
1920;Huizen;5;320000.0;-10000
1921;Huizen;6;330000.0;30500
1922;Huizen;7;299500.0;-25500
1923;Huizen;8;325000.0;-25000
1924;Huizen;9;350000.0;55000
1925;Huizen;10;295000.0;-27000
1926;Huizen;11;322000.0;-49250
1927;Huizen;12;371250.0;0
1928;Hulst;1;157250.0;-37750
1929;Hulst;2;195000.0;-22000
1930;Hulst;3;217000.0;-12000
1931;Hulst;4;229000.0;-18500
1932;Hulst;5;247500.0;-1500
1933;Hulst;6;249000.0;40000
1934;Hulst;7;209000.0;2000
1935;Hulst;8;207000.0;-68000
1936;Hulst;9;275000.0;50000
1937;Hulst;10;225000.0;-18250
1938;Hulst;11;243250.0;-6250
1939;Hulst;12;249500.0;0
1940;IJsselstein;1;285000.0;15000
1941;IJsselstein;2;270000.0;-29500
1942;IJsselstein;3;299500.0;30500
1943;IJsselstein;4;269000.0;-13250
1944;IJsselstein;5;282250.0;-7750
1945;IJsselstein;6;290000.0;0
1946;IJsselstein;7;290000.0;15000
1947;IJsselstein;8;275000.0;-14000
1948;IJsselstein;9;289000.0;-8000
1949;IJsselstein;10;297000.0;-18000
1950;IJsselstein;11;315000.0;40000
1951;IJsselstein;12;275000.0;0
1952;Kaag en Braassem;1;329000.0;61500
1953;Kaag en Braassem;2;267500.0;-32000
1954;Kaag en Braassem;3;299500.0;-1000
1955;Kaag en Braassem;4;300500.0;-24500
1956;Kaag en Braassem;5;325000.0;-24000
1957;Kaag en Braassem;6;349000.0;-20000
1958;Kaag en Braassem;7;369000.0;79500
1959;Kaag en Braassem;8;289500.0;500
1960;Kaag en Braassem;9;289000.0;1500
1961;Kaag en Braassem;10;287500.0;-112000
1962;Kaag en Braassem;11;399500.0;149500
1963;Kaag en Braassem;12;250000.0;0
1964;Kampen;1;212500.0;-13000
1965;Kampen;2;225500.0;-10750
1966;Kampen;3;236250.0;16750
1967;Kampen;4;219500.0;-5500
1968;Kampen;5;225000.0;-7500
1969;Kampen;6;232500.0;23000
1970;Kampen;7;209500.0;-19250
1971;Kampen;8;228750.0;-10250
1972;Kampen;9;239000.0;20000
1973;Kampen;10;219000.0;-21500
1974;Kampen;11;240500.0;-12000
1975;Kampen;12;252500.0;0
1976;Kapelle;1;207000.0;9000
1977;Kapelle;2;198000.0;-21000
1978;Kapelle;3;219000.0;-36000
1979;Kapelle;4;255000.0;26500
1980;Kapelle;5;228500.0;-30500
1981;Kapelle;6;259000.0;16500
1982;Kapelle;7;242500.0;-26500
1983;Kapelle;8;269000.0;30000
1984;Kapelle;9;239000.0;-8500
1985;Kapelle;10;247500.0;52500
1986;Kapelle;11;195000.0;-37000
1987;Kapelle;12;232000.0;0
1988;Katwijk;1;299000.0;-46000
1989;Katwijk;2;345000.0;35000
1990;Katwijk;3;310000.0;-7000
1991;Katwijk;4;317000.0;-32000
1992;Katwijk;5;349000.0;12000
1993;Katwijk;6;337000.0;28000
1994;Katwijk;7;309000.0;2000
1995;Katwijk;8;307000.0;-2000
1996;Katwijk;9;309000.0;-8000
1997;Katwijk;10;317000.0;-15000
1998;Katwijk;11;332000.0;47000
1999;Katwijk;12;285000.0;0
2000;Kerkrade;1;140750.0;-28750
2001;Kerkrade;2;169500.0;20500
2002;Kerkrade;3;149000.0;-21500
2003;Kerkrade;4;170500.0;-2000
2004;Kerkrade;5;172500.0;23500
2005;Kerkrade;6;149000.0;-26000
2006;Kerkrade;7;175000.0;2750
2007;Kerkrade;8;172250.0;7250
2008;Kerkrade;9;165000.0;10000
2009;Kerkrade;10;155000.0;3000
2010;Kerkrade;11;152000.0;-14000
2011;Kerkrade;12;166000.0;0
2012;Koggenland;1;267000.0;52000
2013;Koggenland;2;215000.0;-95800
2014;Koggenland;3;310800.0;26300
2015;Koggenland;4;284500.0;44500
2016;Koggenland;5;240000.0;-10000
2017;Koggenland;6;250000.0;-87500
2018;Koggenland;7;337500.0;102500
2019;Koggenland;8;235000.0;-40000
2020;Koggenland;9;275000.0;-14000
2021;Koggenland;10;289000.0;39000
2022;Koggenland;11;250000.0;11000
2023;Koggenland;12;239000.0;0
2024;Kollumerland en Nieuwkruisland;1;197250.0;-21000
2025;Kollumerland en Nieuwkruisland;2;218250.0;43250
2026;Kollumerland en Nieuwkruisland;3;175000.0;-49500
2027;Kollumerland en Nieuwkruisland;4;224500.0;15800
2028;Kollumerland en Nieuwkruisland;5;208700.0;-35800
2029;Kollumerland en Nieuwkruisland;6;244500.0;49500
2030;Kollumerland en Nieuwkruisland;7;195000.0;20000
2031;Kollumerland en Nieuwkruisland;8;175000.0;-50000
2032;Kollumerland en Nieuwkruisland;9;225000.0;56000
2033;Kollumerland en Nieuwkruisland;10;169000.0;-56000
2034;Kollumerland en Nieuwkruisland;11;225000.0;75500
2035;Kollumerland en Nieuwkruisland;12;149500.0;0
2036;Korendijk;1;197250.0;-56750
2037;Korendijk;2;254000.0;-44250
2038;Korendijk;3;298250.0;79350
2039;Korendijk;4;218900.0;1900
2040;Korendijk;5;217000.0;-128000
2041;Korendijk;6;345000.0;-24500
2042;Korendijk;7;369500.0;127500
2043;Korendijk;8;242000.0;22250
2044;Korendijk;9;219750.0;-67750
2045;Korendijk;10;287500.0;10500
2046;Korendijk;11;277000.0;77500
2047;Korendijk;12;199500.0;0
2048;Krimpen aan den IJssel;1;262250.0;-14750
2049;Krimpen aan den IJssel;2;277000.0;37000
2050;Krimpen aan den IJssel;3;240000.0;-35000
2051;Krimpen aan den IJssel;4;275000.0;25000
2052;Krimpen aan den IJssel;5;250000.0;-25000
2053;Krimpen aan den IJssel;6;275000.0;31500
2054;Krimpen aan den IJssel;7;243500.0;-18500
2055;Krimpen aan den IJssel;8;262000.0;12000
2056;Krimpen aan den IJssel;9;250000.0;-15000
2057;Krimpen aan den IJssel;10;265000.0;5500
2058;Krimpen aan den IJssel;11;259500.0;20000
2059;Krimpen aan den IJssel;12;239500.0;0
2060;Krimpenerwaard;1;319000.0;60000
2061;Krimpenerwaard;2;259000.0;-10500
2062;Krimpenerwaard;3;269500.0;40000
2063;Krimpenerwaard;4;229500.0;-89500
2064;Krimpenerwaard;5;319000.0;34500
2065;Krimpenerwaard;6;284500.0;7500
2066;Krimpenerwaard;7;277000.0;5000
2067;Krimpenerwaard;8;272000.0;-24250
2068;Krimpenerwaard;9;296250.0;36250
2069;Krimpenerwaard;10;260000.0;10000
2070;Krimpenerwaard;11;250000.0;12500
2071;Krimpenerwaard;12;237500.0;0
2072;Laarbeek;1;244500.0;-149500
2073;Laarbeek;2;394000.0;112000
2074;Laarbeek;3;282000.0;-56000
2075;Laarbeek;4;338000.0;41000
2076;Laarbeek;5;297000.0;-20000
2077;Laarbeek;6;317000.0;42000
2078;Laarbeek;7;275000.0;-50000
2079;Laarbeek;8;325000.0;0
2080;Laarbeek;9;325000.0;51000
2081;Laarbeek;10;274000.0;4000
2082;Laarbeek;11;270000.0;30500
2083;Laarbeek;12;239500.0;0
2084;Landerd;1;357000.0;-150000
2085;Landerd;2;507000.0;165000
2086;Landerd;3;342000.0;-50000
2087;Landerd;4;392000.0;42000
2088;Landerd;5;350000.0;71750
2089;Landerd;6;278250.0;28250
2090;Landerd;7;250000.0;-134000
2091;Landerd;8;384000.0;7500
2092;Landerd;9;376500.0;46500
2093;Landerd;10;330000.0;-2000
2094;Landerd;11;332000.0;-40000
2095;Landerd;12;372000.0;0
2096;Landgraaf;1;174500.0;7500
2097;Landgraaf;2;167000.0;-22000
2098;Landgraaf;3;189000.0;14000
2099;Landgraaf;4;175000.0;-4000
2100;Landgraaf;5;179000.0;-10000
2101;Landgraaf;6;189000.0;12000
2102;Landgraaf;7;177000.0;-2000
2103;Landgraaf;8;179000.0;-10000
2104;Landgraaf;9;189000.0;9500
2105;Landgraaf;10;179500.0;500
2106;Landgraaf;11;179000.0;-10000
2107;Landgraaf;12;189000.0;0
